트위터,날짜
면세점사업의 99%가 일본지분인데 황금알을 낮는 면세점사업 취소시켜라! 롯데그룹의 이익금이 3년간에 1029억원이 일본으로 송금됐다. 전국민이 나서서 불매운동 전개해야 #도화선,2015-08-05
일본기업인 롯데 불매운동에 동참해야 롯데그룹 순환출자 지배구조 단단히 손봐야,2015-08-05
“한국 재계 5위가 일본 그룹이었나”…확산되는 ‘롯데 거부감’ http://ln.is/m.kukinews.com/Fh4wq … 일본말로 싸우는 롯데 형제들 롯데 불매운동이라도 해서 망하게 하든지 해야지..,2015-08-05
[시사위크] [롯데 신동빈 사면초가] 일본서도 발끈 ‘불매운동’ 확산 http://www.sisaweek.com/news/articleView.html?idxno=49481 …,2015-08-05
일본기업 롯데? 불매운동 돌입 : http://goo.gl/Zux7lp,2015-08-05
"일본롯데, 3년간 한국법인서 1천400억 배당 챙겨(종합) http://media.daum.net/v/20150805160608753 … 이 참에 롯데 불매운동을 벌여야....",2015-08-05
"이번 사태로 일본 기업임을 확실히 했고, 불매운동이 일어나자 부랴부랴 태극기 걸고 수습하려는 느낌. 롯데월드타워도 로비해서 만든거잖아",2015-08-05
일본 제1의 전범기업 미쓰비시. 완전 변장하고 또 다시 나타났구나. 제대로 싸워주마. 불매운동으로! 김희용님 글 인용 http://fb.me/3g7pqbdij,2015-08-05
아베가 싫어요 일본이 싫어요 하면서 정작 불매운동은 없는게 이상합니다... [21] http://ift.tt/1DoANqa,2015-08-05
[뒤끝작렬] 알고싶지 않은 것만 알려주는 롯데 http://media.daum.net/v/20150805060405902 … 롯데 이거 일본 야쿠샤 양아치들이 만든 핫바지 아닌지 모르겠네 ㅠㅠ 불매운동으로 당장 망해도 한국엔 큰 문제 없는 제조업체라곤 전혀없는 유통업체,2015-08-05
@hanitweet 몸통은 역시 일본기업이였어. 한국서 번 돈을 일본에 가져가는 느낌적인 느낌이 더러워 불매운동들 하는거지.,2015-08-04
일본 제1의 전범기업 미쓰비시. 완전 변장하고 또 다시 나타났구나. 제대로 싸워주마. 불매운동으로! http://fb.me/48akaZ6Yj,2015-08-04
롯데가 일본기업이라서 불매운동이면 ... 롯데 캐시비 쓰는 부산버스카드 부산시민들 전부 안써야겠네?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2015-08-04
"'롯데 불매운동' 시작. 80여개 계열사 대상 http://www.viewsnnews.com/article/view.jsp?seq=123075 … 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매",2015-08-04
“롯데 제품 불매운동”…시민단체들 ‘전방위 압박’ 나서 http://www.hani.co.kr/arti/economy/economy_general/703056.html?_fr=mt2 … 기관투자자·금융기관에 투자·대출 재점검 요구 공정위엔 “일본계 대주주 실체 조사하라” 국세청엔 상속세·증여세 탈루 여부 조사 촉구,2015-08-04
“롯데 제품 불매운동”…시민단체들 ‘전방위 압박’ 나서..공정위엔 “일본계 대주주 실체 조사하라”..국세청엔 상속세·증여세 탈루 여부 조사 촉구 http://www.hani.co.kr/arti/economy/economy_general/703056.html …,2015-08-04
"롯데일가 경영권 패륜다툼 형제의난 골육상쟁, 주인은 일본기업 정체성 불매운동 http://ln.is/blog.naver.com/acec8/QUrnM …",2015-08-04
"롯데가 일본企業인데 잠실롯데 는 말도 많았는데 MB정부가 특혜를 줬는지 의구심이? 롯데 불매운동 전개를 범국민적으로 전개하여 야 재벌의 국가관, 국민을 보는 인식을 바로서게 해야 한다고 본다.",2015-08-04
RT @kyunghyang [롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 #KHAN http://lr.am/AkdwPc,2015-08-04
나는 예전에 롯데 아니다. 전제품 불매운동 들어간다 #롯데 #해태 #네슬레 일본방사능 원료로 애들을 죽인거나 마찬가지다. 용서할수없다. #HCH1111https://twitter.com/kyunghyang/status/628343901313634304 …,2015-08-04
"롯데일가 신격호 신동빈 신동주 경영권 패륜다툼 형제의난 골육상쟁, 롯데 주인은 일본기업 정체성 불매운동 확산 국세청 롯데 계열사 특별세무조사 재벌개혁론, 롯데 사장단 일본 쓰쿠다 사장 신동빈 회장 지지 http://durl.me/9gnuhw",2015-08-04
“롯데 제품 불매운동”…시민단체들 ‘전방위 압박’ 나서 http://www.hani.co.kr/arti/economy/economy_general/703056.html … 공정위엔 “일본계 대주주 실체 조사하라” 국세청엔 상속세·증여세 탈루 여부 조사 촉구,2015-08-04
"RT @daknews10: ""한국롯데는 일본계자금이 99%. 국부유출 의혹"" http://www.viewsnnews.com/article/view.jsp?seq=123079 … 일본 배불리는 롯데? 불매운동을 해야하는 이유?",2015-08-04
"＂롯데, 한국기업 맞나＂ 등돌린 여론, 불매운동까지? http://media.daum.net/v/20150804191611318 …""일본 매출의 거의 열배 낸다고 한국기업? ㅋ ㅋ 거의 미친넘 아닌강~!~!! 일본에서는 쪽도 못쓰는 것들이 한국돈 다 빨아다 어디에 갔고 가는데? ㅉ ㅉ""",2015-08-04
"불매운동도 일본에게 지면 안되겠죠? 가열차게 불매 합시다. '롯데 불매운동' 시작. 80여개 계열사 대상. 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매 http://www.viewsnnews.com/article/view.jsp?seq=123075 …",2015-08-04
롯데가 ‘형제의난’을 거치며 일본 기업이라는 이미지가 부각되면서 소비자들이 불매운동에 나서고 있습니다. 부도덕한 일본기업이 더 이상 한국에서 돈을 벌지 못하게 하자는 것입니다. http://bit.ly/1KOk538,2015-08-04
"""한국롯데는 일본계자금이 99%. 국부유출 의혹"" 경실련 ""롯데의 주수입원인 면세점사업도 특혜 논란"" http://goo.gl/7QoVP8 #롯데그룹 #불매운동",2015-08-04
“롯데 제품 불매운동”…시민단체들 ‘전방위 압박’ 나서 http://me2.do/5f9Jy3Fv 한국 롯데를 일본광운사와 일본롯데홀딩스에서 지배하였으면 이는 일본계회사가 아닐까????,2015-08-04
RT @daknews10: '롯데 불매운동' 시작. 80여개 계열사 대상 http://www.viewsnnews.com/article/view.jsp?seq=123075 … 지갑속 롯데카드부터 잘라버리고 이번만은 일본을 이겨보자?,2015-08-04
"""한국롯데는 일본계자금이 99%. 국부유출 의혹"" http://www.viewsnnews.com/article/view.jsp?seq=123079 … 일본 배불리는 롯데? 불매운동을 해야하는 이유?",2015-08-04
"컥RT @jmseek21: '롯데 불매운동' 시작. 80여개 계열사 대상 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매 http://is.gd/mKS3EI",2015-08-04
"롯데그룹, 불매운동 확산 차단..＇일본기업＇ 이미지 탈피 주력 http://media.daum.net/v/20150804103412069 … 롯데제품이용하면 수익은 일본으로 간다 /아베에 뒷돈대주는거나 마찬가지다?",2015-08-04
'롯데 불매운동' 시작. 80여개 계열사 대상 http://www.viewsnnews.com/article/view.jsp?seq=123075 … 지갑속 롯데카드부터 잘라버리고 이번만은 일본을 이겨보자?,2015-08-04
[노컷뉴스] '악화일로' 치닫는 롯데…세무조사에 '롯데 불매운동'까지 http://m.nocutnews.co.kr/news/4453481 한국인의 자존심을 찾을 때다. 한국인은 그저 그들을 위한 돈벌이 대상. 한국에서 매출95%는 5%의 일본기업으로 돌아간다,2015-08-04
"'롯데 불매운동' 시작. 80여개 계열사 대상 http://www.viewsnnews.com/article/view.jsp?seq=123075 … 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매 ... 롯데뿐만 아니라 이 나라 대기업들은 모두 다 똑같은 넘들이다. RT",2015-08-04
“롯데 제품 불매운동”…시민단체들 ‘전방위 압박’ 나서 http://www.hani.co.kr/arti/economy/economy_general/703056.html … 기관투자자·금융기관에 투자·대출 재점검 요구 공정위엔 “일본계 대주주 실체 조사하라” 국세청엔 상속세·증여세 탈루 여부 조사 촉구,2015-08-04
"롯데 국적 논란..돈은 한국에서 이익은 일본으로 http://media.daum.net/v/20150804105032875 … 오늘부터 라도 전 국민이 롯데 불매운동 벌이면 된다, 롯데제품 안 사고 롯데월드 안 가고 사직 야구장 안 가면 된다.",2015-08-04
"RT @jejsusjeja: 롯데그룹, 불매운동 확산 차단…'일본기업' 이미지 탈피 주력 @asiae_daily http://ln.is/me2.do/s8mqW",2015-08-04
"삼성,현대,롯데,두산,금호,효성....재벌들 죄다 거기서 거기,도진개진...어리석기 ... RT @kyunghyang [롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 #KHAN http://lr.am/Akdwbc",2015-08-04
"'롯데 불매운동' 시작. 80여개 계열사 대상 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매 http://www.viewsnnews.com/article/view.jsp?seq=123075 …",2015-08-04
롯데 계열사 80여개 대상 불매운동 시작! 신동빈의 '롯데는 한국기업' 발언에 일본소비자들도 발끈하며 불매운동 촉구 http://www.viewsnnews.com/article/view.jsp?seq=123075 …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan …,2015-08-04
"'롯데 불매운동' 시작. 80여개 계열사 대상- 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매~ 오늘 롯데 경기 관중수가 궁금하네~ http://www.viewsnnews.com/article/view.jsp?seq=123075 …",2015-08-04
"금소원 “롯데, 소비자가 나서서 심판해야”..불매운동 선포 브레이크뉴스 http://ln.is/www.breaknews.com/kf6bA … 한국에서 번 돈 모두 일인들이 장악한 일본의 지주회사에서 가져가는 악덕 기업",2015-08-04
"[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand … 더 이상 한심하고 무식한 짓거리 하지 말자. 남양,대한항공? 건재하다. 불매해봐야 피보는건 중간상인,종업원뿐이다. 차라리 업주를 죽여버리자.",2015-08-04
"[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand … 븅신 쓰레기 민족이 븅신같은 짓 또 시작한다. 남양,대한항공 아직 건재하고 심지어 이 나라에선 일본물건도 불티나게 팔린다. 불매?? 웃기고 있네",2015-08-04
"롯데그룹, 불매운동 확산 차단..＇일본기업＇ 이미지 탈피 주력 http://media.daum.net/v/20150804103412069 … 이번만은 한국인의 근성을 일본놈들에게 보여주자....",2015-08-04
"시민단체, ＂롯데는 일본기업, 연말까지 불매운동 전개＂ http://media.daum.net/v/20150804132003352 …",2015-08-04
"롯데그룹, 불매운동 확산 차단..＇일본기업＇ 이미지 탈피 주력 http://media.daum.net/v/20150804103412069 … 롯데제품이용하면 수익은 일본으로 /아베에 뒷돈대주는거나 마찬가지",2015-08-04
"일본의 비상장회사 광윤사라는 작은 포장재 회사가 매출 83조원의 한국 대기업 좌지우지? ""실상은 일본기업""..롯데 불매운동 확산 http://media.daum.net/v/20150803221834926 …",2015-08-04
대한민국 국민은 롯데제품에 대해 불매운동을 해야 한다 사회적 책이을 망각한 롯데제품을 불매운동을 대대적으로 전개 할 것이다 롯데는 일본기업이다 정부에서는 롯데에 대해 철저한 세무조사를 해야 한다,2015-08-04
롯데그룹 불매운동 이번엔 성공해야 한다: 롯데 그룹은 악마 같고 사탄같은 족속들이다.무늬만 한국인 이고 일본 기업인것은 이번의 왕자들의 난 사태로 적나나하게 드러났다.광윤사 라는.. http://blog.daum.net/skkim501/16154353 …,2015-08-04
"'롯데 불매운동' 시작. 80여개 계열사 대상 http://www.viewsnnews.com/article/view.jsp?seq=123075 …일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매",2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - 당장 ‘구름처럼’(롯데가 만드는 맥주 ‘클라우드’와 소주 ‘처음처럼’을 합친 말) 폭탄주부터 끊어야겠다 http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand … http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://is.gd/hnTcaH 이 나라에 백해무익 롯데를 일본으로 돌려보내야한다. 불매만이 답이다.,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 ~ http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
롯데... 꼴 보긴 싫은데 지네들끼리 치고 박고 싸우는 모습이 불매운동의 단초가 되는 건 이해불가. 경쟁사 또는 일본제품 베끼는 등의 행태 때문이라면 모를까.,2015-08-04
"'롯데 불매운동' 시작. 80여개 계열사 대상 일본소비자들도 신동빈의 ""한국기업"" 발언에 발끈하며 불매 http://is.gd/mKS3EI",2015-08-04
[트윗 만평] 롯데에 대한 국민감정 롯데는 일본기업이야 일본! 롯데 불매운동 시동... . https://twitter.com/choioppa/status/628357274717696000/photo/1pic.twitter.com/XonBIMvlr0,2015-08-04
"패륜다툼·일본 기업 논란, 롯데 불매운동 확산: 패륜다툼·일본 기업 논란, 롯데 불매운동 확산 연합뉴스TV 2015.08.04. 12:20 [앵커] 롯데 가 '형제의난'을 거치며 .. http://blog.daum.net/lcs5094/15989230 …",2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://ln.is/bizn.khan.co.kr/kT4zY … 혼자 열심히 불매 했는데 함께하는 동지가 생기는 것 같네. 열심히 불매 해 봅시다요~ 소주 처음처럼 롯데제품인거 아시쥬? 불매 표시나게 우선타겟,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
"롯데 불매운동, 롯데 일본기업, 롯데그룹 일본어, 롯데그룹에 대한 불매운동, 일본롯데 http://durl.me/9ghro2",2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://ln.is/bizn.khan.co.kr/m6AxU …,2015-08-04
면세점 운영권 특혜를 일본기업인 롯데에서 반납받고 절대 다시는 연장하지 말기를 정부당국에 강력히 촉구합니다. [롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - 비즈ⓝ라이프 http://m.bizn.khan.co.kr/view.html?artid=201508032213455&code=920509&med_id=khan …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand … http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://bizn.khan.co.kr/khan_art_view.html?artid=201508032213455&code=920509&med=khan&nv=stand …,2015-08-04
[롯데 경영권 분쟁]“실상은 일본기업”… 롯데 불매운동 확산 - http://ln.is/bizn.khan.co.kr/grgFk …,2015-08-04
일본 인형극 불매운동 https://twitter.com/newsvop/status/628351733408731136 …,2015-08-04
"싸늘한 여론 눈총에 롯데 직원들 전전긍긍 http://media.daum.net/v/20150804045107706 … 한국 롯데를 지배하는 일본롯데에 신동주는 일본어로 기자회견, 신동빈은 일본인 마누라..더이상 롯데는 한국기업이 아니다. 이시간 부로 롯데물건 불매운동 시작합니다.",2015-08-03
롯데는 일본기업이며 불매운동을 벌여야 한다: 동빈이와 동주간의 형제의 난은 현대그룹의 몽구와 몽헌이의 형제의 난의 복사판이다.롯데그룹의 형제들은 엄마의 나라인 일본어로만 대화를하.. http://blog.daum.net/skkim501/16154352 …,2015-08-03
이나라 재벌들은 추호의 보호가치가 없다 중소기업을 살려서 대기업을 약화 시켜야 한다 특히 내수시장을 독점하고 있는 롯데는 퇴출1순위 쪽바리 기업이다 지나라말도 제대로 못할정도로 일본 기업이다 롯데 불매운동으로 몰아내자 중소기업이 충분히 메꿔 줄수있다,2015-08-03
일본재벌그룹 롯데가 한국에 와서 단물만 빨고있다고..3인이 지주인 비상장회사 광영사(일본소재) 가 롯데홀링스라는 비상장회사를 거느리고 그 밑에 여러 롯데회사들의 구조. 한국말도 제대로 할줄 모르는 2세들이 분탕질이다. 롯데불매운동과 일본으로 추방이옳다,2015-08-03
저 사람은 사실 롯데가 한국이든 일본기업이든 상관없을겁니다...한국기업이면 또 대기업 횡포라며 불매운동할듯 https://twitter.com/duji2413/status/627836575766831104 …,2015-08-02
"일본 전범기업, '미쓰비시' 제품 불매운동에 함께 해주세요. <니콘카메라> <빔 프로젝트> <기린 맥주> <예초기> <엘리베이터> <샤프연필. 볼펜> <자동차>등 미쓰비시 제품을 불매합시다. pic.twitter.com/19xXC0iEca",2015-08-02
"광주 시민모임, ‘전범기업 미쓰비시 불매운동’ 다시 불붙는다. 미군에는 사과, 중국인에게는 보상, 한국에는 모르쇠하는 뻔뻔한 일본 전범기업 미쓰비시 제품 불매운동 전개! http://www.vop.co.kr/A00000917393.html …pic.twitter.com/pOZBND1yiL",2015-08-02
"일본 기업..롯데 불매운동 번지나?(채널A뉴스 동영상): ""일본 기업"".. 롯데 불매운동 번지나? 채널A 2015-08-02 19:43:22 총수와 장남의 능숙한 일본어 대화, 일.. http://blog.daum.net/lcs5094/15989219 …",2015-08-02
롯데의본색이드러났다 가족의국적은일본 구멍가게의지분으로 한국인의돈을가져가고있다 야구단 롯데자이언츠는 제펜구단 쓰레기기업물건 불매운동 친일을청산하자,2015-08-02
"롯데 불매운동 전개 합시다. 롯데프로야구도 보지말고, 껌도 다른거 십고.. 돈벌어서 일본에 죄다 상납하는 기업인데 팔아주면 안되는 거에요!",2015-08-02
롯데홀딩스 주총 소집 … 빠르면 이번 주말 ‘형제 표 대결’ http://joongang.joins.com/r/?id=18368061 일본기업 불매운동 전개 시급하다.,2015-08-02
"미스비시 불매운동 참여하기~ 일본자체가 우리대한민국을 수탈한 전범국 인데 전범기업이 따로 있겠습니까만, 작은뜻을 지폈군요~ http://ln.is/hope.daum.net/donati/UYuHo …",2015-08-02
"'미쓰비시 불매운동' 나선 학생들 ""과거사 사과해야"" http://buff.ly/1KHGl1m 난 이미 비자발적 불매중..니콘 카메라, 미쓰비시 자동차는 그림의 떡. 기린 맥주는 일본핵발전소 사고로 끊고;; pic.twitter.com/jXqnzUpZtP",2015-08-01
"일본쪽바리 친일파 집안이라서 가족끼리는 왜놈들 말로 대화하는것도 역겨워서 못듣겠다,ㅠㅠ 왜놈 일본기업은 망해야하고 정부에서 세금 탈세조사를 해야한다ㅡ 친일파 롯데 상품 불매운동 전국민이 앞장서... http://me2.do/FdPJUiA0",2015-08-01
"일본쪽바리 친일파 집안이라서 가족끼리는 왜놈들 말로 대화하는것도 역겨워서 못듣겠다,ㅠㅠ 왜놈 일본기업은 망해야하고 정부에서 세금 탈세조사를 해야한다ㅡ 친일파 롯데 상품 불매운동은 애국자가 앞장... http://me2.do/FdPJUiA0",2015-08-01
롯데 지분은 거의 일본 자본 불매운동들 합시다 https://twitter.com/viewnnews/status/627022147823603712 …,2015-07-31
여러분~ '롯데'는 일제전범가문의기업이었습니다 롯데 전 계열사 불매운동을 제안합니다 우리는 아직 독립하지 못했습니다 불매운동을 통해 친일파의 뿌리를뽑읍시다 http://www.pressian.com/news/article.html?no=128546&ref=twit … … 롯데는 '일본 전범 가족'이 지배하는 일본기업?,2015-07-31
롯데 신동주 ‘주총 승부수’…아버지가 쓴 임원해임 지시서 공개 http://www.hani.co.kr/arti/economy/economy_general/702537.html … 일본 전범의 가문이 롯데라는 탈을 쓰고 대한민국에서 영업했다는 소리구만..롯데 불매운동이 답이구만..그동안 일본놈들 배불려준것 이었다는 소리구만.,2015-07-31
일본 제1의 전범기업 미쓰비시?외교부는 “소송이 진행되고 있어 정부 입장표명은 자제 하겠다”며 피해 할머니들을 또 한번 좌절하게 만들었다. 미쓰비시와 외교부의 행태를 규탄하며 미쓰비시 제품 불매운동을 시작한다! pic.twitter.com/wwR9m2TZPg,2015-07-30
"일본 제1의 전범기업 미쓰비시?일제강점기 조선인10만명을 끌고가 고통과 죽음을 준 악질기업 미쓰비시?미국인 피해자들 찾아가 사과, 중국인 피해자들에겐 배상하겠다, 한국인 피해자에게만 모르쇠?미쓰비시 불매운동! pic.twitter.com/JXmU2kLfyj",2015-07-30
@FrozenRay85 일본 본토에서도 기타도라 불매운동이 벌어지고있나보군요,2015-07-30
미쓰비씨 제품만 아니라 일본 모든 제품을 불매운동해야한다.일본 제품사고 먹고 마시는 사람들아.제발 정신차려라. http://me2.do/xsxwPXiu,2015-07-30
"시민단체, 니콘 카메라와 기린 맥주 등 일본 미쓰비시 제품 불매운동 선언. 미쓰비시는 '당시 조선인은 법적으로 일본 국민이었기 때문에 강제징용 사례에 포함되지 않는다'며 사과와 보상을 하지 않겠다는 입장. http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201507272201445&code=940202 …",2015-07-28
‘근로정신대 할머니와 함께하는 시민모임’은 27일 “일본 미쓰비시그룹에 소속된 기업들이 생산하는 모든 제품에 대한 불매운동을 다시 펼치기로 하고 시민단체들과 연대를 추진 중”이라고 밝혔다. http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201507272201445&code=940202 …,2015-07-27
"시민들, 니콘 카메라·기린 맥주… ‘미쓰비시 불매운동’ ㆍ‘한국인 징용 사과 배제’에 항의… 시민단체들 연대 추진 ㆍ“일 6개 전범기업, 국내 공공기관 발주사업 참여 제한도” / 나부터 니콘 카메라 쓰지않겠다. 일본 맥주는 원래 안마셔!",2015-07-27
국내 시민단체들이 일본 미쓰비시 제품 불매운동에 나서기로 했다. 미쓰비시가 외국인 강제징용과 관련해 미국·중국 등에는 사과와 보상을 약속하면서 유독 한국인 징용자에 대해서는 불가 입장을 보인 데 따른 것이다. pic.twitter.com/QLNnB8Jo1j,2015-07-27
스포츠용품의 경우 금지하고 불매운동을 하고 따져야 하는데 헬조센의 경우는............절레절레. 이런면은 한국이나 모 바다건너 회사나 일본을 본받아야,2015-07-26
일본 미쯔비시 미국에 강제노역 사과...한국엔 언급 없다. 개 쪽바리들 친일잔재가 독식한 한국 개×으로 아는 이유. 불매운동 해야한다.,2015-07-20
日미쓰비시 ＂미군포로 강제노역 사과＂..韓中 언급 배제(종합) http://media.daum.net/v/20150720113414387 … 일본 아베류들은 지들을 아시안으로 여기는 걸 싫어하는 것 같은데 왜 경제적 이익은 아시아에서 빼먹을려고 하지? 중국은 미쓰비시 불매운동하겠군,2015-07-20
엥 마일드세븐이 메르세우스로 이름 바꾼 거임??? 저 담배회사가 독도가 일본 거라고 주장하는 우익기업에 후원해가지고 불매운동 있었는데... 그래서 이름 바꿨구만,2015-07-12
크 동성애를 인정하지 않는 일본! 덕후들을 일본 불매운동합시다!,2015-07-04
졸라 난 저 물건들만 사야지 헤헤헤헤ㅔㅎ 미친놈들 일본 불매운동은 하지도 않으면서 저런건 거품무네 ㅋㅋㅋㅋ,2015-06-30
@traitor_bot @nojobforanyone 우리나라 대한민국을 적으로 아는 일본.일본제품 불매운동해야합니다.,2015-06-28
친일파를 옹호하는 것들이 일본제품 불매운동을 한다.,2015-06-09
일본자본이 우리나라에 들어와 문제가있다. 불매운동 해야한다.cu 편의점도 일본 자본이다. 불매 운동 해야한다.,2015-06-03
"@gjs12340000 @halo1440 일베는 맞는데 다른건 아님. 친일,친한,친미,친중은 맞는데 일본우익불매운동함. 님도 저처럼 실천하시는지? http://cafe.naver.com/jimsg/1006",2015-06-02
@lancy_percy 그거 농사꾼들도 우습게 보는 마당에...공산품이라고 다르겠어요?? 특aa급은 일본에 팔아 외화를 벌죠 하핳하하 하는 판에......아 진짜 불매운동 제대로 먹혀야 가격조정을 할텐데..다들 그게 흐지부지라...,2015-05-23
"“日, 뻔뻔하게 수산물 수입 강요? 중단하라” : http://goo.gl/aJvPdE =국민 생명 도외시하고 돈벌이에만 혈안이 되어 위험한 일본 수산물 수입하는 악질 수입업체 밝혀내 역적으로 단죄하고 불매운동으로 엄벌하여 국민생명 지켜내야..",2015-05-22
"일본산 제품 전반에 대한 불매운동 시작합시다. 방사능 식품, 먹으려면 너희들이나 먹어라! http://fb.me/1Fm5eTQsI",2015-05-22
일본에서는 비마니 불매운동도 일어나는구나...,2015-05-21
"@Lainworks 다케시마 후원하는 일본 기업명단이""레""요 불매운동합시다 / 오늘은 삼일절 태극기를 ""않"" 달면 친일매국노! / 이 글을 10군데에 퍼나르면 짝사랑이 이루어진""데""... 등등...",2015-05-18
빛고을의 청춘들이 일본 제1의 전범기업 미쓰비시 제품 불매운동에 나섰다. 조대여자고등학교 학생들이다. ... 5월의 푸른 나무처럼 싱그럽다.(펌) pic.twitter.com/Q38BvnuaCH,2015-05-12
히라노 작가님이 트위터에서 늘 일본의 과거사나 우익화에 대해 열심히 비판하는데 사실 그걸로 일본 사람들한테 트윗에서 많이 테러당하심. 서적 불매운동도 있었음. 그런데도 꿋꿋하게 소신을 유지하는 것 보면 진짜 대단하단 생각이 든다. 은근 멘탈갑이심..,2015-05-08
가 후원금을 내고 있다고 합니다. 이 외에도 많은 일본 기업들이 후원금을 내고 있겠지요. 그동안 아무 생각없이 소비해온 것들이 무관심 속에 우리나라를 조금씩 갉아먹고 있었네요. 모 대학에서는 이 기업들에 대한 불매운동을 하고 있다고 합니다,2015-05-05
마법소녀 마도카 마기카 3화 보여줬다가는 일본 불매운동할듯,2015-05-04
@annwn_ @kmgbctw 아베도 계속 망언에 뻔뻔함으로 일관하는데 일본상품 불매운동 하는게 어떨지...,2015-04-30
"JTBC의 입장표명은 아무 의미도 가치도 없는 것이.. 여러분 방송은 광고주가 만드는 겁니다. 그러므로 지금 하는 불매운동을 더더욱 확대시키는 편이 낫습니다. 일본 방송의, 아니 영화 포함해서 제일 큰손은 광고 초거대기업 덴츠지요.",2015-04-29
@yeeri41 일본의 돌고래학살을 막기위해 세계여러곳에서 일본제품불매운동 과 2020년 도쿄올림픽보이콧운동을 하고 있습니다. @BoycottJapan_ @clairelanfranco,2015-04-29
@LENA_Anana 레나님 다못파시면 일본에못가신더고듣고 불매운동을,2015-04-24
일본놈들 밉다고 뗑깡부리는 것과 대대적인 일본차 불매운동하는 것중에 어느 것이 일본이 더 두려워할까? 일본 입장에서 더 힘들게 하는 것을 해야 그게 진짜 복수인거다. 길거리 나와서 피켓들고 설치는 것보다 일본 부품 국산화하는게 더 반일하는거다.,2015-04-22
"롯데리아가 우리나라 기업인줄 알았어. 알고보니 쪽바리 기업이고 수입은 모두 일본으로 지역에 기여하는 건 인색하기 짝이없군. 롯데백화정, 롯데호텔, 롯데 .... 불매운동 해야 하는거 아냐?",2015-04-22
일본놈들 야욕을 들어내고있다.일본차 타는 놈들도 매국노다. 불매운동 전개하자.,2015-04-14
