"구군","종별","의료기관명","소   재   지","일반 병상수","정신 병상수","요양 병상수","개설일자","전화번호"
"남구","치과의원","이상환치과의원","울산광역시 남구 봉월로 4 (신정동)","0","0","0","1999-04-22","052-269-2344"
"남구","치과의원","선이아름다운치과의원","울산광역시 남구 삼산중로74번길 6, 2층 (삼산동, 주상빌딩)","0","0","0","1999-01-15","052-267-7077"
"남구","치과의원","신정현대치과의원","울산광역시 남구 대암로 69 (야음동)","0","0","0","1997-10-15","052-261-0302"
"남구","치과의원","송세일치과의원","울산광역시 남구 수암로 21 (신정동)","0","0","0","1997-08-06","052-257-1070"
"남구","치과의원","김종환치과의원","울산광역시 남구 대학로 134, 4층 (무거동)","0","0","0","1997-07-05","052-247-3575"
"남구","치과의원","밝은미소치과교정과치과의원","울산광역시 남구 삼산중로 67, 5층 (달동, 송호빌딩)","0","0","0","1997-06-16","052-257-2875"
"남구","치과의원","이창식치과의원","울산광역시 남구 삼호로 79 (무거동)","0","0","0","1997-05-26","052-247-2888"
"남구","치과의원","선치과의원","울산광역시 남구 문수로 331 (옥동)","0","0","0","1996-05-21","052-268-4997"
"남구","치과의원","조승기치과의원","울산광역시 남구 수암로288번길 2 (야음동)","0","0","0","1996-05-01","052-258-2406"
"남구","치과의원","탑치과의원","울산광역시 남구 동산로89번길 4, 2층 205호 (신정동)","0","0","0","1996-04-19","052-261-2865"
"남구","치과의원","한사랑치과의원","울산광역시 남구 번영로 109 (달동)","0","0","0","1996-01-05","052-275-8636"
"남구","치과의원","예일치과의원","울산광역시 남구 번영로 113 (달동)","0","0","0","1995-12-11","052-274-6740"
"남구","치과의원","이차진치과의원","울산광역시 남구 문수로 371, 2층 (옥동)","0","0","0","1995-06-30","052-266-9207"
"남구","치과의원","김병철치과의원","울산광역시 남구 수암로 118-3 (신정동)","0","0","0","1995-05-16","052-272-9348"
"남구","치과의원","김병재치과의원","울산광역시 남구 수암로 115 (신정동)","0","0","0","1995-04-28","052-269-7805"
"남구","치과의원","명문치과의원","울산광역시 남구 수암로 235-1 (야음동)","0","0","0","1995-04-28","052-265-0576"
"남구","치과의원","울산예스치과의원","울산광역시 남구 남중로 125 (삼산동)","0","0","0","1995-04-28","052-271-4290"
"남구","치과의원","배광수치과의원","울산광역시 남구 북부순환도로 11 (무거동)","0","0","0","1995-04-26","052-249-4664"
"남구","치과의원","한솔치과의원","울산광역시 남구 중앙로 249 (신정동)","0","0","0","1994-04-22","052-260-6566"
"남구","치과의원","이진걸치과의원","울산광역시 남구 삼산로 25-1, 2층 (신정동)","0","0","0","1993-09-20","052-276-3918"
"남구","치과의원","한길치과의원","울산광역시 남구 문수로 346, 4층 (옥동)","0","0","0","1993-04-29","052-261-2793"
"남구","치과의원","최욱치과의원","울산광역시 남구 중앙로 255-1, 2층 (신정동)","0","0","0","1993-04-23","052-266-5737"
"남구","치과의원","소망부부치과의원","울산광역시 남구 중앙로 230, 3층 (신정동, 대원빌딩)","0","0","0","1993-02-20","052-276-3953"
"남구","치과의원","선린치과의원","울산광역시 남구 중앙로 296-1 (신정동)","0","0","0","1992-11-09","052-265-7520"
"남구","치과의원","로덴치과의원","울산광역시 남구 월평로 252 (삼산동)","0","0","0","1992-05-11","052-266-7905"
"남구","치과의원","박상영치과의원","울산광역시 남구 수암로 230, 3층 (야음동)","0","0","0","1991-09-05","052-273-4290"
"남구","치과의원","웰츠치과의원","울산광역시 남구 대학로 164, 203호 (무거동, 웰츠타워상가)","0","0","0","1991-03-16","052-277-4639"
"남구","치과의원","곽명호치과의원","울산광역시 남구 수암로 117 (신정동)","0","0","0","1990-11-14","052-267-2804"
"남구","치과의원","올바른치과의원","울산광역시 남구 삼산중로74번길 7, 3,4층 (삼산동)","0","0","0","1990-05-09","052-269-3399"
"남구","치과의원","상아치과의원","울산광역시 남구 대학로 138, 4층 (무거동, 신정빌딩)","0","0","0","1990-05-08","052-277-5417"
"남구","치과의원","이태현치과의원","울산광역시 남구 삼산로 74, 2층 (달동)","0","0","0","1990-04-23","052-268-2838"
"남구","치과의원","세브란스치과의원","울산광역시 남구 신정로 28-1 (달동)","0","0","0","1990-04-23","052-269-2875"
"남구","치과의원","노성환치과의원","울산광역시 남구 삼산로 15, 3층 (신정동)","0","0","0","1989-04-20","052-267-5017"
"남구","치과의원","박성구치과의원","울산광역시 남구 중앙로 268 (신정동)","0","0","0","1988-06-04","052-271-0340"
"남구","치과의원","이병우치과의원","울산광역시 남구 삼산로 16 (신정동)","0","0","0","1988-04-30","052-271-6817"
"남구","치과의원","정성용치과의원","울산광역시 남구 중앙로 253 (신정동)","0","0","0","1988-04-25","052-271-2875"
"남구","치과의원","김태근치과의원","울산광역시 남구 중앙로 23, 2층 (야음동)","0","0","0","1987-03-13","052-272-6862"
"남구","치과의원","로타리치과의원","울산광역시 남구 수암로 4, 3층 (신정동)","0","0","0","1985-04-30","052-275-1334"
"남구","치과의원","전학명치과의원","울산광역시 남구 봉월로 63, 4층 (신정동)","0","0","0","1985-04-30","052-273-5178"
"남구","치과의원","문치과의원","울산광역시 남구 삼산로 5 (신정동)","0","0","0","1985-03-05","052-275-2727"
"남구","치과의원","김창호치과의원","울산광역시 남구 수암로 99 (신정동)","0","0","0","1984-05-04","052-274-7672"
"남구","치과의원","노동광치과의원","울산광역시 남구 삼산로 49 (신정동)","0","0","0","1983-06-04","052-274-5823"
"남구","치과의원","신현철치과의원","울산광역시 남구 수암로 110-1 (신정동)","0","0","0","1983-05-04","052-274-5567"
"남구","치과의원","이동욱치과의원","울산광역시 남구 수암로 232 (야음동)","0","0","0","1983-01-26","052-273-7229"
"남구","치과의원","이치과의원","울산광역시 남구 중앙로 241 (신정동)","0","0","0","1979-04-19","052-273-5504"
"남구","치과의원","동산치과의원","울산광역시 남구 번영로 179 (달동)","0","0","0","1978-10-18","052-266-2828"
"남구","한의원","유명한의원","울산광역시 남구 수암로 114, 3층 (신정동)","0","0","0","2018-06-05","052-257-0078"
"남구","한의원","바루다권한의원","울산광역시 남구 월평로187번길 19, 2층 (삼산동)","0","0","0","2018-06-04","052-227-5007"
"남구","한의원","홍윤표한의원","울산광역시 남구 번영로 115, 경남은행 달동지점 3층 (달동)","0","0","0","2018-03-26","052-258-1075"
"남구","한의원","편안몸한의원","울산광역시 남구 수암로128번길 7, 나동 3층 301호 (야음동, 그린레포츠)","0","0","0","2017-06-12","052-256-8075"
"남구","한의원","황명수한의원","울산광역시 남구 중앙로 251 (신정동)","0","0","0","2017-03-06","052-271-8875"
"남구","한의원","다산한의원","울산광역시 남구 삼산로 136, 3층 (달동)","0","0","0","2016-12-29","052-276-1075"
"남구","한의원","제일한의원","울산광역시 남구 팔등로 86-1, 3층 (신정동)","0","0","0","2016-08-18","052-257-1275"
"남구","한의원","제대로한의원","울산광역시 남구 중앙로 255, 2층 (신정동)","0","0","0","2016-05-31","052-265-6575"
"남구","한의원","미올한의원","울산광역시 남구 삼산로 283, 8층 (삼산동, 소망빌딩)","0","0","0","2016-05-23","052-275-1075"
"남구","한의원","삼성한의원","울산광역시 남구 중앙로 254, 6층 (신정동, 상운빌딩)","0","0","0","2016-02-26","052-245-4001"
"남구","한의원","해율한의원","울산광역시 남구 삼산중로 69 (달동)","0","0","0","2015-12-16","052-227-5455"
"남구","한의원","학성부부한의원","울산광역시 남구 수암로 225, 2층 (야음동)","0","0","0","2015-10-05","052-227-1079"
"남구","한의원","자임부부한의원","울산광역시 남구 돋질로 337-1, 1층 (삼산동)","0","0","0","2015-08-11","052-268-0012"
"남구","한의원","미래솔한의원","울산광역시 남구 삼산중로74번길 30-1, 7층 (삼산동)","0","0","0","2015-04-13","052-261-7588"
"남구","한의원","지성한의원","울산광역시 남구 동산로 62, 2층 (신정동)","0","0","0","2015-04-13","052-268-7518"
"남구","한의원","가온자리한의원","울산광역시 남구 화합로 162, 209호 (삼산동, 나이파크오피스텔)","0","0","0","2015-03-13","052-268-0575"
"남구","한의원","이솔한의원","울산광역시 남구 동산로 70, 2층 (신정동)","0","0","0","2014-05-20","052-710-3370"
"남구","한의원","인애한의원","울산광역시 남구 수암로 134, 2층 (야음동)","0","0","0","2013-10-21","052-268-1157"
"남구","한의원","프리허그한의원","울산광역시 남구 삼산로267번길 6-16, 6층 (삼산동, 현은빌딩)","0","0","0","2013-10-14","052-269-8260"
"남구","한의원","함소아한의원","울산광역시 남구 삼산로 266, 7층 701호 (삼산동, 굿모닝클리닉빌딩)","0","0","0","2013-09-23","052-271-1075"
"남구","한의원","피브로한의원","울산광역시 남구 삼산로278번길 8, 6층 (삼산동, LJ타워)","0","0","0","2013-08-09","052-716-0875"
"남구","한의원","숲한의원","울산광역시 남구 대공원로 241, 614, 617호 (신정동, 대공원코오롱파크폴리스)","0","0","0","2013-07-02","052-261-1052"
"남구","한의원","명인당한의원","울산광역시 남구 두왕로190번길 18, 2층 (선암동)","0","0","0","2013-05-22","052-261-0540"
"남구","한의원","울산아이누리한의원","울산광역시 남구 삼산로 272, 7층 (삼산동, 프리던스빌딩)","0","0","0","2013-05-03","052-225-1075"
"남구","한의원","해성한의원","울산광역시 남구 수암로 132, 3층 (야음동)","0","0","0","2013-04-29","052-268-8830"
"남구","한의원","명가수인한의원","울산광역시 남구 월평로 242, 3층 (삼산동, 서원빌딩)","0","0","0","2013-04-12","052-070-4225-7576"
"남구","한의원","자연한의원","울산광역시 남구 문수로 342, 2층 (옥동)","0","0","0","2012-09-13","052-266-1075"
"남구","한의원","코스비한의원","울산광역시 남구 수암로 109, 2층 (신정동)","0","0","0","2012-07-13","052-265-4445"
"남구","한의원","밝은머리오대한의원","울산광역시 남구 삼산중로 67, 4층 (달동)","0","0","0","2012-04-16","052-269-5505"
"남구","한의원","자연과한의원","울산광역시 남구 삼산중로 56, 5층 (삼산동)","0","0","0","2011-09-05","052-258-8277"
"남구","한의원","안철우한의원","울산광역시 남구 수암로 58, 2층 (신정동)","0","0","0","2011-06-02","052-266-1222"
"남구","한의원","후한의원","울산광역시 남구 삼산중로 71, 4층 (달동)","0","0","0","2011-05-25","052-268-9975"
"남구","한의원","조인트한의원","울산광역시 남구 수암로 113, 5층 (신정동)","0","0","0","2011-04-04","052-258-7596"
"남구","한의원","민한의원","울산광역시 남구 대학로169번길 9, 1층 (무거동)","0","0","0","2011-04-01","052-222-1300"
"남구","한의원","발머스한의원","울산광역시 남구 번영로 174 (달동,301호)","0","0","0","2011-01-10","052-261-3020"
"남구","한의원","하늘마음한의원","울산광역시 남구 삼산로 273 (삼산동)","0","0","0","2010-10-26","052-269-8646"
"남구","한의원","당당한의원","울산광역시 남구 문수로 339, 3층 (옥동, 옥동업무시설)","0","0","0","2010-07-08","052-227-7975"
"남구","한의원","우보한의원","울산광역시 남구 화합로 148, 5층 (삼산동)","0","0","0","2010-06-28","052-257-1961"
"남구","한의원","월성한의원","울산광역시 남구 중앙로 249-1 (신정동)","0","0","0","2010-04-15","052-272-3807"
"남구","한의원","존스킨한의원","울산광역시 남구 삼산중로 65, 6층 (달동)","0","0","0","2010-02-02","052-265-6020"
"남구","한의원","미드림한의원","울산광역시 남구 문수로369번길 65, 3층 (신정동, 한신빌딩)","0","0","0","2009-10-15","052-227-3475"
"남구","한의원","인동한의원","울산광역시 남구 번영로 113 (달동)","0","0","0","2009-09-25","052-260-8075"
"남구","한의원","영생한의원","울산광역시 남구 삼산로 130, 3층 (달동)","0","0","0","2009-04-09","052-256-6275"
"남구","한의원","궁한의원","울산광역시 남구 삼산로 258, 3층 (달동)","0","0","0","2009-03-13","052-227-9121"
"남구","한의원","천지인한의원","울산광역시 남구 북부순환도로 29, 1층 5호 (무거동, 남운산호상가)","0","0","0","2008-10-08","052-277-1187"
"남구","한의원","해솔한의원","울산광역시 남구 신선로 45, 303호 (야음동, 롯데캐슬1단지아파트)","0","0","0","2008-10-02","052-256-7908"
"남구","한의원","조웅한의원","울산광역시 남구 삼산중로 125, 2층 (삼산동)","0","0","0","2008-08-28","052-258-1175"
"남구","한의원","아름다운한의원","울산광역시 남구 문수로 348, 1층 (옥동)","0","0","0","2008-03-05","052-256-2992"
"남구","한의원","꽃단비한의원","울산광역시 남구 돋질로302번길 27, 2층 (삼산동)","0","0","0","2007-12-03","052-260-0066"
"남구","한의원","문수한의원","울산광역시 남구 대학로 138, 7층 (무거동, 신정빌딩)","0","0","0","2007-11-16","052-223-7575"
"남구","한의원","고려일침한의원","울산광역시 남구 대학로147번길 56, 101호 (무거동)","0","0","0","2007-05-16","052-256-1779"
"남구","한의원","도원한의원","울산광역시 남구 삼산중로 116, 201호 (삼산동)","0","0","0","2007-05-07","052-269-7533"
"남구","한의원","현대한의원","울산광역시 남구 돋질로302번길 31, 2층 (삼산동)","0","0","0","2007-04-26","052-266-0009"
"남구","한의원","임한제한의원","울산광역시 남구 중앙로 253, 3층 (신정동)","0","0","0","2007-03-05","052-275-7533"
"남구","한의원","코호한의원","울산광역시 남구 삼산로 232, 5층 (달동)","0","0","0","2006-11-23","052-275-7588"
"남구","한의원","유창한의원","울산광역시 남구 옥현로 92-17, 202호 (무거동)","0","0","0","2006-11-20","052-249-8600"
"남구","한의원","해바라기한의원","울산광역시 남구 삼산중로 86, 1층 (삼산동)","0","0","0","2006-09-27","052-256-5100"
"남구","한의원","처용한의원","울산광역시 남구 돋질로 43, 지하1층,1층 (신정동)","0","0","0","2006-05-29","052-271-3300"
"남구","한의원","경희수한의원","울산광역시 남구 문수로 327, 2층 (옥동)","0","0","0","2006-04-11","052-260-5060"
"남구","한의원","동의보감한의원","울산광역시 남구 수암로 108, 2층 (신정동)","0","0","0","2006-01-19","052-258-7510"
"남구","한의원","호동한의원","울산광역시 남구 남중로 125 (삼산동)","0","0","0","2005-07-19","052-256-7512"
"남구","한의원","새봄한의원","울산광역시 남구 장검1길 21-50 (무거동)","0","0","0","2005-07-04","052-247-1075"
"남구","한의원","솔나무한의원","울산광역시 남구 월평로 45 (신정동)","0","0","0","2005-06-23","052-261-1075"
"남구","한의원","명가삼성한의원","울산광역시 남구 삼산로 272, 5층 (삼산동)","0","0","0","2005-06-08","052-225-2070"
"남구","한의원","수현한의원","울산광역시 남구 신복로 27, 2층 (무거동)","0","0","0","2005-04-21","052-277-1007"
"남구","한의원","소나무한의원","울산광역시 남구 삼호로 143 (무거동)","0","0","0","2005-01-20","052-272-6247"
"남구","한의원","굿모닝한의원","울산광역시 남구 수암로 130, 201호 (야음동, 메디어스빌딩)","0","0","0","2004-05-31","052-256-1010"
"남구","한의원","세창한의원","울산광역시 남구 번영로144번길 17, 1층 (달동)","0","0","0","2004-05-18","052-260-3575"
"남구","한의원","원창한의원","울산광역시 남구 문수로 326, 2층 (옥동)","0","0","0","2004-05-18","052-274-0700"
"남구","한의원","유한의원","울산광역시 남구 문수로 337 (옥동)","0","0","0","2004-03-03","052-274-5353"
"남구","한의원","최병일3S한의원","울산광역시 남구 삼산로 166, 2층 (달동)","0","0","0","2003-11-19","052-269-7582"
"남구","한의원","김동욱한의원","울산광역시 남구 삼산로 127 (달동)","0","0","0","2003-09-18","052-261-1112"
"남구","한의원","맑은숲예인한의원","울산광역시 남구 대학로 134, 3층 (무거동)","0","0","0","2003-07-15","052-247-5336"
"남구","한의원","키즈쉬즈한의원","울산광역시 남구 삼산로 69, 6~7층 (달동)","0","0","0","2003-02-28","052-266-0016"
"남구","한의원","광제한의원","울산광역시 남구 수암로 110-1 (신정동)","0","0","0","2002-12-31","052-256-5512"
"남구","한의원","예당한의원","울산광역시 남구 신정로 26 (달동)","0","0","0","2002-11-19","052-273-7773"
"남구","한의원","하나한의원","울산광역시 남구 봉월로 12 (신정동)","0","0","0","2002-11-07","052-275-1101"
"남구","한의원","이덕기한의원","울산광역시 남구 신복로 12-1, 2층 (무거동)","0","0","0","2002-06-17","052-275-6969"
"남구","한의원","삼선방한의원","울산광역시 남구 삼산로301번길 16, 2층 (삼산동)","0","0","0","2002-06-05","052-275-0124"
"남구","한의원","푸른하늘한의원","울산광역시 남구 월평로 250 (삼산동)","0","0","0","2002-05-31","052-269-1082"
"남구","한의원","청아인한의원","울산광역시 남구 삼산로267번길 6-12, 5층 (삼산동)","0","0","0","2002-04-20","052-276-0080"
"남구","한의원","삼산한의원","울산광역시 남구 삼산로 281, 6층 (삼산동, 정앤정크리닉빌딩북측)","0","0","0","2002-03-15","052-274-7575"
"남구","한의원","이승헌한의원","울산광역시 남구 문수로 312, 4층 (옥동)","0","0","0","2002-02-01","052-256-1075"
"남구","한의원","울산경희한의원","울산광역시 남구 거마로 87 (신정동)","0","0","0","2001-05-28","052-269-8080"
"남구","한의원","사대한의원","울산광역시 남구 북부순환도로 16 (무거동)","0","0","0","2001-04-18","052-223-6475"
"남구","한의원","윤한의원","울산광역시 남구 대암로 69, 308호 (야음동, 신정현대프라자)","0","0","0","2001-03-29","052-258-7535"
"남구","한의원","유성한의원","울산광역시 남구 번영로 109, 2층 (달동, 동산빌딩)","0","0","0","2000-04-14","052-227-5454"
"남구","한의원","수암한의원","울산광역시 남구 삼호로 109 (무거동)","0","0","0","1999-07-13","052-277-1727"
"남구","한의원","중화한의원","울산광역시 남구 번영로234번길 12 (삼산동)","0","0","0","1999-02-24","052-271-1430"
"남구","한의원","봄한의원","울산광역시 남구 중앙로 259 (신정동)","0","0","0","1998-11-12","052-227-0503"
"남구","한의원","동인한의원","울산광역시 남구 수암로 111 (신정동)","0","0","0","1998-09-22","052-266-8209"
"남구","한의원","백한의원","울산광역시 남구 북부순환도로 11, 지하1층 및2층 (무거동)","0","0","0","1997-07-28","052-247-8343"
"남구","한의원","명지한의원","울산광역시 남구 수암로 241 (야음동)","0","0","0","1996-12-20","052-261-7502"
"남구","한의원","유재원한의원","울산광역시 남구 수암로 115 (신정동)","0","0","0","1996-11-08","052-275-8188"
"남구","한의원","명제한의원","울산광역시 남구 대학로 161, 2층 (무거동)","0","0","0","1996-08-22","052-249-8485"
"남구","한의원","김영수한의원","울산광역시 남구 문수로 376 (옥동)","0","0","0","1995-09-25","052-273-3939"
"남구","한의원","본디올종로한의원","울산광역시 남구 대학로 164 (무거동)","0","0","0","1994-09-12","052-224-3384"
"남구","한의원","형제한의원","울산광역시 남구 삼산중로 71, 2층 (달동)","0","0","0","1994-06-29","052-267-4640"
"남구","한의원","동의한의원","울산광역시 남구 신복로 25 (무거동)","0","0","0","1992-12-28","052-247-7221"
"남구","한의원","백산한의원","울산광역시 남구 수암로 230, 3층 303호 (야음동)","0","0","0","1992-11-09","052-260-2240"
"남구","한의원","경희한의원","울산광역시 남구 신정로 33 (달동)","0","0","0","1992-09-02","052-261-0939"
"남구","한의원","위보령한의원","울산광역시 남구 중앙로 260 (신정동)","0","0","0","1992-05-18","052-265-7755"
"남구","한의원","울산부부한의원","울산광역시 남구 수암로 110 (신정동)","0","0","0","1992-03-12","052-276-0088"
"남구","한의원","재승한의원","울산광역시 남구 돋질로 291 (삼산동)","0","0","0","1991-11-19","052-275-7416"
"남구","한의원","임재훈한의원","울산광역시 남구 중앙로 178 (달동)","0","0","0","1991-01-15","052-269-9211"
"남구","한의원","김한의원","울산광역시 남구 수암로 21 (신정동)","0","0","0","1990-11-21","052-266-1188"
"남구","한의원","오상한의원","울산광역시 남구 문수로 367 (옥동)","0","0","0","1990-06-11","052-267-3393"
"남구","한의원","고원도한의원","울산광역시 남구 돋질로 222 (달동)","0","0","0","1990-02-28","052-275-3545"
"남구","한의원","옥동한의원","울산광역시 남구 문수로 406 (신정동)","0","0","0","1990-02-02","052-276-4352"
"남구","한의원","대명한의원","울산광역시 남구 수암로 108-1 (신정동)","0","0","0","1989-11-09","052-273-6488"
"남구","한의원","도인한의원","울산광역시 남구 수암로 49 (신정동)","0","0","0","1989-10-18","052-275-8606"
"남구","한의원","천일한의원","울산광역시 남구 남부순환도로 37 (무거동)","0","0","0","1989-03-30","052-277-3460"
"남구","한의원","춘인당한의원","울산광역시 남구 번영로 111 (달동)","0","0","0","1989-03-22","052-265-5285"
"남구","한의원","홍제한의원","울산광역시 남구 봉월로 18, 2층 (신정동)","0","0","0","1989-03-18","052-267-0064"
"남구","한의원","최용범한의원","울산광역시 남구 삼산로 12 (신정동)","0","0","0","1989-02-18","052-260-0006"
"남구","한의원","유림한의원","울산광역시 남구 삼산로 260, 4층 (삼산동, 주연빌딩)","0","0","0","1988-11-23","052-274-1980"
"남구","한의원","인제한의원","울산광역시 남구 월평로 10-1 (신정동)","0","0","0","1988-05-09","052-271-6661"
"남구","한의원","늘푸른동산한의원","울산광역시 남구 문수로 350 (옥동)","0","0","0","1988-04-25","052-276-1940"
"남구","한의원","코비한의원","울산광역시 남구 두왕로 324, 3층 (신정동)","0","0","0","1988-03-25","052-271-0999"
"남구","한의원","현수한의원","울산광역시 남구 울밀로 2896 (무거동)","0","0","0","1987-11-18","052-224-0504"
"남구","한의원","동제한의원","울산광역시 남구 삼산로156번길 5-74, 2층 (달동, 현대2차아파트 상가)","0","0","0","1987-10-28","052-268-5757"
"남구","한의원","경주한의원","울산광역시 남구 수암로 235-1 (야음동)","0","0","0","1986-12-05","052-275-8008"
"동구","종합병원","학교법인 울산공업학원 울산대학교병원","울산광역시 동구 방어진순환도로 877 (전하동,12필지)","912","20","0","1977-03-23","052-250-7000"
"동구","병원","미래아동병원","울산광역시 동구 방어진순환도로 1162 (서부동)","41","0","0","2011-05-03","052-235-5533"
"동구","요양병원","동울산사랑요양병원","울산광역시 동구 꽃바위로 318 (방어동)","0","0","83","2006-05-23","052-251-2929"
"동구","요양병원","상록수요양병원","울산광역시 동구 진성8길 94 (전하동,대덕타워빌딩 4,5,6,7,8,층)","0","0","299","2010-03-11","052-232-0100"
"동구","요양병원","방어진마린요양병원","울산광역시 동구 중진길 60 (방어동, 세광중공업)","0","0","199","2016-05-27","052-911-9988"
"동구","요양병원","의료법인 정흡의료재단 효림요양병원","울산광역시 동구 방어진순환도로 693-1 (일산동)","0","0","140","2018-06-25","052-252-7500"
"동구","치과병원","씨케이치과병원","울산광역시 동구 방어진순환도로 625 (일산동)","0","0","0","2006-09-18","052-252-8200"
"동구","의원","임태균산부인과의원","울산광역시 동구 방어진순환도로 1125 (서부동)","0","0","0","1982-02-25","052-251-5500"
"동구","의원","김길우소아과의원","울산광역시 동구 대학길 62 (화정동)","0","0","0","1983-02-26","052-234-7575"
"동구","의원","이용하비뇨기과의원","울산광역시 동구 방어진순환도로 787 (전하동)","0","0","0","1983-06-22","052-251-5044"
"동구","의원","홍피부과의원","울산광역시 동구 전하로 2 (전하동)","0","0","0","1986-04-03","052-233-3802"
"동구","의원","정태영이비인후과의원","울산광역시 동구 전하로 2 (전하동)","0","0","0","1986-04-09","052-233-3803"
"동구","의원","강종수&진용헌안과의원","울산광역시 동구 방어진순환도로 783 (전하동)","0","0","0","1987-03-13","052-232-8789"
"동구","의원","주효섭소아청소년과의원","울산광역시 동구 진성14길 90 (전하동)","0","0","0","1988-04-19","052-251-3733"
"동구","의원","박철호안과의원","울산광역시 동구 방어진순환도로 919 (서부동)","0","0","0","1991-01-26","052-252-5566"
"동구","의원","황기호정형외과의원","울산광역시 동구 방어진순환도로 769 (전하동)","29","0","0","1991-03-22","052-252-7575"
"동구","의원","윤이비인후과의원","울산광역시 동구 방어진순환도로 1120 (서부동)","0","0","0","1992-01-09","052-236-0765"
"동구","의원","김정곤정신건강의학과의원","울산광역시 동구 방어진순환도로 773 (전하동)","0","0","0","1992-01-16","052-236-7575"
"동구","의원","시민의원","울산광역시 동구 문재7길 5, 2층 (방어동)","0","0","0","1992-03-28","052-201-2800"
"동구","의원","김용기내과의원","울산광역시 동구 전하로 2 (전하동)","0","0","0","1992-04-09","052-236-6139"
"동구","의원","이창우외과의원","울산광역시 동구 방어진순환도로 505 (방어동)","8","0","0","1992-12-17","052-233-7272"
"동구","의원","동울산신경외과의원","울산광역시 동구 방어진순환도로 689 (일산동)","29","0","0","1993-01-29","052-233-8172"
"동구","의원","서부가정의원","울산광역시 동구 방어진순환도로 985, 3층 (서부동, 현대패밀리상가)","0","0","0","1993-08-25","052-236-5423"
"동구","의원","동부의원","울산광역시 동구 안산로 50 (동부동)","0","0","0","1994-01-29","052-232-3456"
"동구","의원","창조피부과의원","울산광역시 동구 방어진순환도로 925 (서부동)","0","0","0","1994-04-15","052-252-8575"
"동구","의원","방어진의원","울산광역시 동구 동진로 6 (방어동)","0","0","0","1994-05-20","052-251-5577"
"동구","의원","현대이비인후과의원","울산광역시 동구 방어진순환도로 927 (서부동)","0","0","0","1995-08-16","052-252-6595"
"동구","의원","소창옥소아청소년과의원","울산광역시 동구 월봉8길 54 (화정동)","0","0","0","1997-02-28","052-236-6777"
"동구","의원","우리내과의원","울산광역시 동구 방어진순환도로 711 (일산동)","0","0","0","1997-10-07","052-234-3864"
"동구","의원","큰나무정형외과의원","울산광역시 동구 방어진순환도로 711 (일산동)","29","0","0","1997-10-07","052-232-8880"
"동구","의원","송병수의원","울산광역시 동구 대학길 35 (화정동)","0","0","0","1997-11-26","052-236-3913"
"동구","의원","중앙비뇨기과의원","울산광역시 동구 방어진순환도로 1120-1 (서부동)","0","0","0","1998-09-09","052-235-6565"
"동구","의원","현대가정의원","울산광역시 동구 동해안로 43, 1층 (동부동, 함계빌딩)","0","0","0","1999-06-01","052-236-5888"
"동구","의원","대한의원","울산광역시 동구 월봉6길 40 (방어동)","0","0","0","1999-08-23","052-232-7582"
"동구","의원","김종수내과의원","울산광역시 동구 방어진순환도로 1118 (서부동)","0","0","0","1999-09-27","052-232-9090"
"동구","의원","최형경내과의원","울산광역시 동구 대학길 71, 2층 (화정동)","0","0","0","2000-02-01","052-233-8275"
"동구","의원","최형락산부인과의원","울산광역시 동구 방어진순환도로 773 (전하동)","0","0","0","2000-06-30","052-232-6673"
"동구","의원","안신경외과의원","울산광역시 동구 방어진순환도로 799 (전하동)","26","0","0","2000-10-26","052-235-4900"
"동구","의원","동울산영상의학과의원","울산광역시 동구 방어진순환도로 633, 9층 (일산동, 세인트예스타워)","0","0","0","2001-01-02","052-236-7799"
"동구","의원","화정현대의원","울산광역시 동구 월봉로 14 (화정동)","0","0","0","2001-03-02","052-251-9944"
"동구","의원","손석호내과의원","울산광역시 동구 진성14길 128, 3층 (전하동)","0","0","0","2001-03-16","052-235-8275"
"동구","의원","우리들마취통증의학과의원","울산광역시 동구 방어진순환도로 651, 401호 (일산동, 세움베스트)","0","0","0","2001-10-04","052-201-9595"
"동구","의원","정병오내과의원","울산광역시 동구 진성14길 96 (전하동)","0","0","0","2001-11-20","052-235-0067"
"동구","의원","본정형외과의원","울산광역시 동구 방어진순환도로 1133 (서부동)","2","0","0","2002-01-01","052-232-8300"
"동구","의원","진화신경외과의원","울산광역시 동구 명덕6길 14 (서부동)","0","0","0","2002-03-09","052-236-7582"
"동구","의원","한마음의원","울산광역시 동구 화진길 35, 2층 (방어동)","0","0","0","2002-04-06","052-236-2268"
"동구","의원","남목마취통증의학과의원","울산광역시 동구 방어진순환도로 1119 (서부동)","0","0","0","2002-08-31","052-233-8575"
"동구","의원","우리안과의원","울산광역시 동구 대학길 70, 2층 (화정동)","0","0","0","2002-09-14","052-252-6888"
"동구","의원","연세내과의원","울산광역시 동구 대학길 74 (화정동)","0","0","0","2002-12-21","052-235-7515"
"동구","의원","고운미의원","울산광역시 동구 대학길 72, 3층 (화정동)","0","0","0","2002-12-27","052-233-5959"
"동구","의원","한솔정형외과의원","울산광역시 동구 대학길 77 (화정동)","26","0","0","2003-01-02","052-232-1400"
"동구","의원","늘푸른산부인과의원","울산광역시 동구 방어진순환도로 1130 (서부동)","0","0","0","2003-03-18","052-233-2621"
"동구","의원","로즈메디산부인과의원","울산광역시 동구 방어진순환도로 747 (전하동)","29","0","0","2003-05-29","052-234-3575"
